project,issue_number,issue_type,text,classification,indicator
impala,782,summary,change in backends list format in statestore metrics breaks CM backend list parsing,non_debt,-
impala,7841,comment_0,Was needed for a change that won't get made.,non_debt,-
impala,7841,description,"IMPALA-7808 started the process of refactoring the Analyzer code for easier debugging. It did so by grouping {{SelectStmt}} code into a nested class, which then allowed breaking up a large function into smaller chunks. This ticket continues that process with two changes: * Follow-on refactoring of {{SelectStmt}} to make some of the newly-created functions simpler. (The first change tried to keep code unchanged as much as possible.) * Apply the same technique to the {{QueryStmt}} base class and to its other subclasses.",code_debt,low_quality_code
impala,7841,summary,"Refactor QueryStmt, other analysis code for easier debugging",code_debt,low_quality_code
impala,7861,description,"When it was originally submitted to Hadoop, the ABFS driver disabled TLS when using the URI scheme ""abfs"", and enabled TLS when using the URI scheme ""abfss"". This was reflected in the documentation originally submitted for ABFS: We should update that to reflect that TLS is enabled with either URI scheme unless you disable TLS in configuration by setting in the configuration.",documentation_debt,outdated_documentation
impala,7861,summary,ABFS docs: SSL is now enabled by default regardless of URI scheme,non_debt,-
impala,7869,description,suggested reorganising the file to be easier to read on Compile times are also an issue - this file is the longest pole in the Impala compilation at the moment.,code_debt,low_quality_code
impala,7869,summary,Split up for readability and compile time,architecture_debt,violation_of_modularity
impala,7893,description,"Impala uses Ctrl+C to cancel a running query, which works. However, running Ctrl+C for a non-running query does not work. Example: Compare this behavior to Linux shell.",non_debt,-
impala,7893,summary,Impala shell does not handle Ctrl+C correctly for a non-running query,non_debt,-
impala,7902,description,"The {{NumericLiteral}} class is a leaf node in the Impala FE AST. In order to address a number of pending issues, we must adjust this class to improve its semantics and fix a number of bugs. See the linked JIRA tickets for the issues that this roll-up ticket addresses. The issues are combined because they are tightly related; makes more sense to offer them as a single patch than as a series of disjoint patches.",design_debt,non-optimal_design
impala,7902,summary,"Revise NumericLiteral to avoid analysis, fix multiple issues",non_debt,-
impala,796,comment_0,Fixed in:,non_debt,-
impala,796,description,"This happened while issuing a LOT of create table statements (at least 10,000 sequentially for a single impalad). Henry was kind enough to take a look, and knows what the problem is. Backtrace:",non_debt,-
impala,796,summary,Impalad Crashes while issuing a kinit,non_debt,-
impala,7987,comment_0,"A major obstacle here that I'm running into is that ""localhost"" appears in many places in configuration files. Finding those and replacing them with the gateway IP of the docker network isn't sufficient to solve the problem without reloading data, because ""localhost"" makes its way into table definitions and other places (probably sentry?).",design_debt,non-optimal_design
impala,7987,description,The goal here is to start up an impala minicluster running inside docker containers (process per container) and be able to run queries against the minicluster running on the host (i.e. not in docker).,non_debt,-
impala,7987,summary,Get to start up a usable minicluster,non_debt,-
impala,7988,description,"This JIRA tracks getting data load to work against dockerised impala daemons. * Fix to wait for cluster to become ready using ImpalaCluster * Fix test configuration to work against all table formats (HDFS, HBase, Kudu)",non_debt,-
impala,7988,summary,Support loading data into a dockerised minicluster,non_debt,-
impala,8005,comment_0,"It looks like the code for this revolves around EXCHANGE_HASH_SEED in Other code is in the constructor (see init of channels_) as well as HashAndAddRows(), HashRow(), and AddRowToChannel().",non_debt,-
impala,8005,description,"Currently, we use the same hash seed for partitioning exchanges at the sender. For a table with skew in distribution in the shuffling keys, multiple queries using the same shuffling keys for exchanges will end up hashing to the same destination fragments running on particular host and potentially overloading that host. We should consider using the query id or other query specific information to seed the hashing function to randomize the destinations for different queries. Thanks to  for pointing this problem out.",design_debt,non-optimal_design
impala,8005,summary,Randomize partitioning exchanges destinations,non_debt,-
impala,800,comment_0,coredump is @ the matching binaries were deleted while I was getting the backtrace. This seems to be causing many of the failures in out test runs.,non_debt,-
impala,800,comment_1,Might be related to IMPALA-795?,non_debt,-
impala,800,comment_2,"I think we have a pretty good handle on this. This is a bug exposed/exacerbated by The sequence of events that causes the problem is: 1. Drop Function fn to impalad1 This synchronously removes the function from the local catalog and removes the lib cache entry 2. Create Function fn to impalad1 This synchronously adds the function to the local catalog 3. Select fn(). This adds the entry in the lib cache. Halfway through 3 (after the entry is added but before the query terminates), the statestored heartbeat containing the catalog deltas is processed. This includes the delta from 1). The current code does not do proper version checking so removes the entry from 3). This causes the executing function to have a ptr to a dlclosed .so. There are two issues here. The metadata consistency and crashing if a drop happens during execution (IMPALA-626)",non_debt,-
impala,800,comment_3,"Another issue is that the lib cache cleanup happens *before* executing the ""drop command"". This seems problematic because 1) we don't know what catalog version the drop was actually applied in. 2) it means the cache will be cleared even if the drop fails for some reason. I think the cleanup should only happen after the drop has completed successfully. The result of executing a ""drop function"" DDL cmd against the catalog server will provide you with a catalog version. This version can be used to distinguish between a dropped and re-created function.",non_debt,-
impala,800,summary,Impalad coredumps executing functional tests in @,non_debt,-
impala,8047,description,"The .proto file extension is used for the Google Protocol Buffers language. Impala uses this language to specify the format of messages used by KRPC. Add support for this language to .clang-format so that we can have consistent formatting. The proposed support is: {{Language: Proto BasedOnStyle: Google ColumnLimit: 90}} This produces only a few diffs when run against the existing Impala code. I’m not proposing to make any changes to .proto files, this is just to show what clang-format will do. Apart from wrapping comments and code at 90 chars, the diffs are mostly of the form {{-syntax=""proto2""; +syntax = ""proto2"";}} {{- message Certificate {}; + message Certificate { + };}} {{- optional bool = 4 [ default = false ]; + optional bool = 4 [default = false];}} {{- UNKNOWN = 999; - NEGOTIATE = 1; - SASL_SUCCESS = 0; - SASL_INITIATE = 2; + UNKNOWN = 999; + NEGOTIATE = 1; + SASL_SUCCESS = 0; + SASL_INITIATE = 2;}} This last change can be configured using true” but that creates a different set of diffs.",non_debt,-
impala,8047,summary,Add support for the .proto file extension to .clang-format,non_debt,-
impala,8052,comment_0,looks like others have seen this too.,non_debt,-
impala,8052,description,Encountered the following test errors from The errors only occur in my local machine. It can't be reproduced in Impala Jenkins. The timezone of my machine is PST.,non_debt,-
impala,8052,summary,Fail to run,non_debt,-
impala,8073,description,The error in the log (attached) appears to be a connection to the HMS error. Some initial googling suggested that it might be the server closing the connection because of hitting a connection limit.  could you take a look and see if you have any ideas. I wonder if we're leaking HMS connections in this test somehow?,code_debt,low_quality_code
impala,8073,summary,failed in private build because of socket error,non_debt,-
impala,8141,comment_0,The stack trace looks like another duplicate of what we're now tracking in IMPALA-8140. Let's stop opening new Jiras for Asan failures with the same stack trace until that one is fixed.,non_debt,-
impala,8141,description,From the build log: From {{impalad.ERROR}}:,non_debt,-
impala,8141,summary,ASAN build failure in,non_debt,-
impala,8146,comment_2,"So I got the feedback that we need a better alternative to build both debug and release binaries - some scripts are using the pattern of buildall.sh, then make_release.sh to end up building all artifacts.",non_debt,-
impala,8146,comment_3,"I think we should stage this differently - first make it possible to do everything without make_impala.sh, have an interim period where the script is still present so any downstream users have a chance to migrate their tools, then remove the old scripts.",code_debt,low_quality_code
impala,8146,description,These scripts are thin wrappers around make_impala.sh and don't add much value. We should remove them. I think there are a couple of references in the wiki that we can update to show alternative invocations.,documentation_debt,outdated_documentation
impala,8146,summary,Remove,non_debt,-
impala,8150,description,"started to fail recently with the following backtrace. , would you mind taking a look as you seem to have touched this test recently.",non_debt,-
impala,8160,comment_1,Hey Unfortunately the code change didn't make it to 3.3. Could you please make sure that the doc change is excluded from the release? Gabor,non_debt,-
impala,8160,comment_2,"Nevermind, I see that the release is already rolled out :)",non_debt,-
impala,8160,summary,Impala Doc: Doc CAST(... AS ... FORMAT <template>),non_debt,-
impala,8168,description,"Currently we enable Sentry HDFS sync when running on S3 which sometimes can make the authorization tests on S3 flaky. Since HDFS sync is not supported on S3, we should update our build script to only enable Sentry HDFS sync on HDFS and not on S3.",test_debt,flaky_test
impala,8168,summary,On S3 Sentry HDFS sync should be disabled,non_debt,-
impala,8176,description,"With the initial commit for the unified backend test executable commited (IMPALA-8071), it should be straight-forward to convert another set of tests to use the unified executable. Any test with a simple main() function (such as IMPALA_TEST_MAIN()) should require only modest changes to convert. Command to find such tests: git grep IMPALA_TEST_MAIN It looks like there are dozens of such tests:",design_debt,non-optimal_design
impala,8176,summary,Convert tests with trivial main() functions to use a unified executable,design_debt,non-optimal_design
impala,8181,comment_1,"Hey , I see this is submitted. Can this be resolved and the fix version be set to 3.2? 360f88e IMPALA-8181: Abbreviate row counts in EXPLAIN",non_debt,-
impala,8181,description,"A recent change added plan node cardinality to the DESCRIBE output using a ""metric"" format: 123.46M instead of 123456789. This makes the output easier to read. Also, since all numbers are estimate, having seven or eight digits of precision is not very helpful. This ticket requests that the same formatting be used for the other places where the DESCRIBE output shows row counts: table stats, extrapolated row count, partition row counts, and so on.",design_debt,non-optimal_design
impala,8181,summary,Show abbreviated row counts in DESCRIBE output,non_debt,-
impala,8187,description,"It's possible for UDF authors to get into a pickle by exporting symbols from UDF/UDA shared objects unintentionally. E.g. if using boost headers, which result in weak symbols in the .so, which then get merged with the (incompatible) symbols in the impalad binary. We should really be keeping symbols hidden by default then exporting the entry points explicitly in the UDF/UDA code",design_debt,non-optimal_design
impala,8187,summary,UDF/UDA samples should explicitly export entry points,non_debt,-
impala,8189,comment_0,"I'll take a look at this, it looks like this is due to the s3 eventual consistency issues.",non_debt,-
impala,8189,description,"In a parquet file is copied. The first copy succeeds, but the second fails. In the DEBUG output (below) you can see the copy writing data to an intermediate file and then after the stream is closed, the copy cannot find the file. The test failure is",non_debt,-
impala,8189,summary,fails on S3 because 'hadoop fs -cp' fails,non_debt,-
impala,8195,summary,Impala Doc: Impala does support Cartesian join,non_debt,-
impala,8198,description,Implement Avro DATE type support.,non_debt,-
impala,8198,summary,Add DATE type support to Avro scanner,non_debt,-
impala,8247,comment_0,I have a code change to fix this. I am testing it now.,non_debt,-
impala,8247,comment_1,Code review:,non_debt,-
impala,8247,description,"Several tests in be/src/util were converted to the unified backend test executable in IMPALA-8071. Unfortunately, some tests stopped running as part of this change. Specifically, the tests in and were not included in the test binary and stopped running. The tests changed to use but the files were not included in the UtilTests library. These two files should be included in the test executable and we need to update the validation of the unified test executable to catch this case.",non_debt,-
impala,8247,summary,Backend tests from and are not running,non_debt,-
impala,8248,description,We have authorization tests that are specific to Sentry and authorization tests that can be applicable to any authorization provider. We need to re-organize the authorization tests to easily differentiate between Sentry-specific tests vs generic authorization tests. This also will improve test coverage for Ranger.,test_debt,low_coverage
impala,8248,summary,Improve Ranger test coverage,test_debt,low_coverage
impala,8252,description,"The change for IMPALA-1048 writes unconditionally, even when both its fields are unset. This trips up the Java reader code, which expects to find exactly one type of a union to be set. The resulting error looks like this: (This particular implementation rewrites the Java namespace for compatibility reasons, but the code used the latest master commit's thrift files.)",non_debt,-
impala,8252,summary,Impala writes malformed thrift profiles,non_debt,-
impala,8273,comment_0,Adding the gerrit link,non_debt,-
impala,8273,description,CDH Hive has a configuration which gives the ability to exclude certain parameter keys from notification events. This is mainly used as a safety valve in case there are huge values stored in these parameter maps. The template file should make sure that the parameter exclusion is disabled (or atleast configured such that it does not exclude which is needed by this feature.,non_debt,-
impala,8273,summary,Change metastore configuration template so that table parameters do not exclude impala specific properties,non_debt,-
impala,8290,comment_0,Resolved as part of IMPALA-9158,non_debt,-
impala,8290,description,Show create statement should display primary key and foreign key information.,non_debt,-
impala,8290,summary,Display constraint information in 'SHOW CREATE' statement,non_debt,-
impala,8294,comment_0,"If you look in HdfsScanNodeBase, bytes_read_ follows the good pattern where it gets updated by DiskIoMgr in real time. bytes_read_local_ follows the bad pattern.",non_debt,-
impala,8294,description,Some of the BytesRead* counters in profiles (e.g. BytesReadLocal) are only updated once a query finishes successfully. This leads to confusion because queries that are still running or failed look like they did not read data locally.,design_debt,non-optimal_design
impala,8294,summary,Inconsistent updating of BytesRead* counters,non_debt,-
impala,834,description,"Sometimes it's convenient to refine a schema design by iteration through multiple variations on a view, then in the end create a table with the same column definitions as that view. Or make a view + an identical table to serve as a materialized view. However, CREATE TABLE <table_name (Shell build version: Impala Shell v1.2.3 (1cab04c) built on Fri Dec 20 19:39:39 PST 2013) [localhost:21000] [localhost:21000] [localhost:21000] [localhost:21000] ERROR: Failed to load metadata for table: t2 CAUSED BY: null After this point, the metastore seems to be in an inconsistent state. You can't create a table with the same name as the failed CREATE TABLE LIKE statement, because it's stated to already exist, but you also can't drop it because it's not found: [localhost:21000] ERROR: InternalException: Table t2 already exists [localhost:21000] ERROR: AnalysisException: Table does not exist: view_on_regexp.t2 That's what happens with the original 1.2.3 bits. I thought the problem might be fixed with more recent 1.2.3 bits, but it seems to have mutated instead. CREATE TABLE LIKE doesn't throw an error but there's still something wrong with the metadata afterward so you can't access the table created via CREATE TABLE LIKE: (Shell build version: Impala Shell v1.3.0-INTERNAL (b0ad015) built on Sun Feb 16 22:03:26 PST 2014) [localhost:21000] [localhost:21000] [localhost:21000] [localhost:21000] ERROR: AnalysisException: Failed to load metadata for table: CAUSED BY: Failed to load metadata for table: t2 CAUSED BY: null After Impala starts giving the error 'Failed to load metadata for table: t2', doing 'INVALIDATE METADATA t2' does not appear to help, the error persists.",non_debt,-
impala,834,summary,CREATE TABLE LIKE fails if source is a view,non_debt,-
impala,8361,comment_0,"I think the problem is that we are not creating bound predicates for inline views. In the second case, predicate upper_val='123' is not bounded to any scan node unless it's migrated (pushed down) into the inline view and become upper(test_b.val) = '123'. But we can't migrate it since it evaluate the nullable side of the outer join. Instead, we should duplicate it and put it both inside and outside the inline view. So adding some logics to creating bound predicates for inline view could help on this.",non_debt,-
impala,8361,description,Tables for test: Bound predicates optimization (implement in works for this sql: But does't work for this one:,non_debt,-
impala,8361,summary,Bound predicates optimization doesn't work for InlineView,non_debt,-
impala,8416,summary,Impala Doc: Document the system disk I/O throughput added to query profiles,non_debt,-
impala,8429,comment_0,"] In which was resolved later that IMPALA-5120, the default value is BROADCAST. And in the nightly-build, the default value for Query Option shows as ""BROADCAST."" Could you explain what needs to be updated in the doc? Thanks!",non_debt,-
impala,8429,comment_1,Could you take a look at my question above? Thank you.,non_debt,-
impala,8429,comment_2,"Sorry for the delay. This took me a while to figure out again for some reason. I agree the docs are correct, I don't think I was aware of IMPALA-5381 at the time of submitting this request.",non_debt,-
impala,8429,description,The Query Option' page needs an update to reflect the changes in IMPALA-5120.,documentation_debt,outdated_documentation
impala,8429,summary,Update docs to reflect default join distribution mode change,non_debt,-
impala,8432,comment_0,This is not an upstream issue.,non_debt,-
impala,8432,description,ASF-master core data load job fails with following:,non_debt,-
impala,8432,summary,"ASF-master data load job fails with ""Could not resolve dependencies for project",non_debt,-
impala,8435,description,"For a transactional table prohibit unsupported statements like any access to full-ACID table, compute stats, alter, or write to insert only transactional table.",non_debt,-
impala,8435,summary,Prohibit unsupported operations on transactional tables,non_debt,-
impala,8438,description,"Before listing the partitions of a table, fetch and store the list of valid (committed) writeIds for the table. This will be used later during planning/refresh.",non_debt,-
impala,8438,summary,List valid writeIds for a ACID table,non_debt,-
impala,843,comment_0,The issue is that the hdfsscannode is being closed while batches above the scan node still hold IoBuffers.,non_debt,-
impala,843,comment_1,Another repro came up. It also happens if you reference a string column in the select (the join is still needed but can be on any type),non_debt,-
impala,843,description,"I only tried this on master, the imapalad log says I've tried other variations, such as no union, no join, join on int type, and they all succeeded.",non_debt,-
impala,843,summary,Impalad's crash while running join on string column + union,non_debt,-
impala,8443,description,Authorization is done as a part of analysis. It helps to have the time spent in authorization recorded as a part of the query profile timeline. Something like as follows. Helps to debug issues when bottleneck is in authorization.,non_debt,-
impala,8443,summary,Record time spent in authorization in the runtime profile,non_debt,-
impala,844,description,"We idiomatically do this for Thrift RPCs: Thrift can throw as well (see e.g. {{recv_*}} for any method). We don't catch it, and therefore can abort on the rare occasion it gets thrown. Instead we should catch {{TException}}.",code_debt,low_quality_code
impala,844,summary,Not all Thrift exceptions are caught,non_debt,-
impala,8469,comment_0,"I'm thinking the local coord backend descriptor should call somewhere in the {{Status TNetworkAddress& backend_address, const TNetworkAddress& krpc_address, const IpAddr& ip)}} method of {{scheduler.cc}}.",non_debt,-
impala,8469,comment_1,fyi while you're looking at refactoring this.,non_debt,-
impala,8469,description,"When configuring admission control with dedicated coordinator daemons, queries in pools with memory limits fail with the admission rejections like the following: Tracing this in the code leads us to line 576 of and therefore to suspect that the local for the coordinator node in {{scheduler.cc}} never has {{admit_mem_limit}} set, and thus ends up with the default value of 0. The issue goes away if NO_SPECIALIZATION is used instead of COORDINATOR_ONLY.",non_debt,-
impala,8469,summary,Admit memory not set in backend descriptor for coordinator-only nodes,non_debt,-
impala,8473,comment_0,"Can you define ""ImpalaPostExecHook "" as an interface instead an abstract class? I don't see benefits of defining it as abstract class. On the other hand, defining it as interface allows the implementation to extends from another base class. Thanks! Instead of Can you define",design_debt,non-optimal_design
impala,8473,comment_1,"please keep your current approach and uses abstract class for ""ImpalaPostExecHook "".",non_debt,-
impala,8473,comment_2,", any reason you've changed your mind? Impala team and I actually prefer the interface approach.",non_debt,-
impala,8473,description,"Impetus for this change is to allow lineage to be consumed by Atlas via Kafka. h3. Design Proposal Implement a plugin approach (similar to for consuming query event hooks, where downstream users can provide their own hook implementations as runtime dependencies. Keep but deprecate existing lineage event file writing. has provided a fe patch (attached) with suggested mechanism for allowing multiple hooks to be registered with the fe. Hooks would be invoked from the be at appropriate places, e.g. The hooks should all be executed asynchronously, so the current thinking is that this execution should happen in the fe, since the be does not know about what hooks are registered. IOW, the method (see patch) should probably make use of a thread-pool executor service (or something similar) in order to execute all hooks in parallel and in a non-blocking manner, returning to the be asap. h3. Code Review",non_debt,-
impala,8473,summary,Refactor lineage publication mechanism to allow for different consumers,non_debt,-
impala,8485,description,Running the command *git grep authz-policy* produces the following output: ** authz-policy.ini = % WAREHOUSE These references to the *authz-policy.ini* should be cleaned up as the authorization policy file feature is deprecated as of *IMPALA-7918.*,code_debt,dead_code
impala,8485,summary,References to deprecated feature authorization policy file need to be removed,code_debt,dead_code
impala,8507,description,"Similar to IMPALA-8504, but for DropTable DDL.",non_debt,-
impala,8507,summary,Support DropTable DDL with Kudu/HMS integration in Catalogd mode,non_debt,-
impala,8524,description,"""hive -e SQL..."" without further parameters no longer works when USE_CDP_HIVE=true (it doesn't establish a connection). Some tests used this to load data. These calls can be replaced with which seems like a good idea regardless of the Hive 3 efforts.",non_debt,-
impala,8524,summary,"Avoid calling ""hive"" via command line in EE tests",non_debt,-
impala,8534,comment_0,"I'm not going to get to this right away, although I'd like to circle back. If you want to turn it on to get some additional testing, feel free to pick it up - I can provide any pointers if you need them.",test_debt,low_coverage
impala,8534,description,"Following on from IMPALA-8121, I don't think we can enable the data cache by default, since it depends on what volumes are available to the container at runtime. But we should definitely enable it for tests.  said already mounts some host directories into the container, so we could either do the same for the data cache, or just depend on the container root filesystem (which is likely to be slow, unfortunately).",non_debt,-
impala,8534,summary,Enable data cache by default for end-to-end containerised tests,non_debt,-
impala,8538,comment_0,IMPALA-8420,non_debt,-
impala,8538,description,"Impala should provide the option to connect to our hiveserver2 interface over http, to give clients more flexibility in how they would like to connect. This should include support for https and some form of authorization, probably BASIC auth to ldap to start and Kerberos support can be added in a later patch.",non_debt,-
impala,8538,summary,Support hiveserver2 over HTTP,non_debt,-
impala,8578,description,"metrics.h and other metric headers are included a lot of places and there is a lot of code in the header that has very few callers. It appears to be pulled into several hundred compilation units, increasing the compile time of each of those and forcing recompilation when the headers are changed. Some ideas: * Move function implementations to .cc files. E.g. ToJson() and ToPrometheus() don't need to be inlined. * Move MetricGroup to its own file * Try to see if we can use forward declarations in more places to avoid including it.",code_debt,low_quality_code
impala,8578,summary,Reduce code in metric headers,non_debt,-
impala,8599,comment_0,will Impala release a new version with this change? Atlas will get the jar from Apache repository with certain versioned snapshot. What version we should use? And what is the timeline this will be done? Atlas update cannot be released until Impala release is done.,non_debt,-
impala,8599,description,Impala needs to publish this API into Maven Central so that Atlas can consume it.,non_debt,-
impala,8599,summary,Create a separate Maven module for query event hook API,non_debt,-
impala,8605,description,"Following on from IMPALA-8538 and IMPALA-1653, it would be nice to clean up some of the session management logic and add some more tests for the HS2 APIs - we have some testing gaps and a few of the invariants are unclear about what operations are allowed.",code_debt,low_quality_code
impala,8605,summary,Clean up connection/session management,code_debt,low_quality_code
impala,8626,comment_0,"So I don't think that this JIRA is actually correct - if I run the dockerized tests with "", the http tests fail, suggesting that they really are hitting the http server when they're succeeding. Also, if you look at the logging in the build you linked to, everything including timestamps is exactly the same for every test case, so I think there's something wrong with the logging and its doesn't necessarily reflect that the http tests are actually using the binary connection string. For example, see which shows an error message that the http port can't be connected to even though the standard output only shows attempts to connect to the binary port. Of course, that doesn't explain why the http tests are passing in docker without IMPALA-8623. I'm stil investigating that",non_debt,-
impala,8626,comment_1,"Hm, ok, the logging being wrong makes a bit more sense. I would guess that the port mapping added in is sufficient to ensure that the port gets exposed, even if it's not exposed by default by the container config.",non_debt,-
impala,8626,description,"I noticed that the parameterized JDBC tests are passing on the dockerised cluster, which shouldn't be possible because IMPALA-8623 isn't done. The connection strings look identical in both cases: I was looking at related code and saw some misuse of == vs equals() for string comparison here But I don't think that explains what I'm seeing above.",code_debt,low_quality_code
impala,8626,summary,JDBC tests don't seem to be using HTTP,non_debt,-
impala,8632,description,"In case of {{INSERT_EVENTS}} if Impala inserts into a table it causes a refresh to the underlying table/partition. This could be unnecessary when there is only one Impala cluster in the system. The existing self-event detection framework cannot identify such events because they are not sending HMS objects like tables and partitions to the HMS. Instead in case of {{INSERT_EVENT}} HMS API only asks for a table name or partition value to fire a insert event on it. We can detect a self-event in such cases if the HMS API to fire a listener event is improved to return the event id. This would be used by EventProcessor to ignore the event when it is fetched later in the next polling cycle. In order to support this, we will need to make a change to Hive as well so that the enhanced API can be used.",design_debt,non-optimal_design
impala,8632,summary,Add support for self-event detection for insert events,non_debt,-
impala,8648,description,None,non_debt,-
impala,8648,summary,Impala ACID read stress tests,non_debt,-
impala,8656,comment_1,"Closing this and marking as Fixed. All the dev work has been completed, and the feature has been sitting in master for a few weeks and seems to be stable.",non_debt,-
impala,8656,description,"Impala's current interaction with clients is pulled-based: it relies on clients to fetch results to trigger the generation of more result row batches until all the result rows have been produced. If a client issues a query without fetching all the results, the query fragments will continue to consume the resources until the query hits is cancelled and unregistered for whatever reasons. This is undesirable as resources are held up by misbehaving clients and other queries may wait for extended period of time in admission control due to this. The high level idea for this JIRA is for Impala to have a mode in which result sets of queries are eagerly fetched and spooled somewhere (preferably some persistent storage). In this way, the cluster's resources are freed up once all result rows have been fetched and stored in the spooling location. Incoming client fetches can be returned from this spooled locations. cc'ing , , ,",design_debt,non-optimal_design
impala,8656,summary,Support for eagerly fetching and spooling all query result rows,non_debt,-
impala,8697,description,IMPALA-7290 made changes this test but the order expected in the test is different from the one which is actually encountered. Expected: Actual: Notice the order of TIMEZONE and query options is reversed.,non_debt,-
impala,8697,summary,test_query_options fails on EC(Erasure coding turned on) builds,non_debt,-
impala,8747,description,"If we reach this exception handler in then it will fail with: The problem is that the statement uses ""\{0}"" replacements that work with .format() while LOG.info is using ""%"" replacements. We can fix this by using .format ourselves or changing the message to use ""%"" codes.",non_debt,-
impala,8747,summary,can hit TypeError on HS2 connection setup failure,non_debt,-
impala,8750,description,"is failing during builds where the query compilation event differs from the specified. This can occur in 2 cases: - When is specified it adds an extra ""Lineage info computed:"" line. - When metadata is not preloaded on the coordinator instead of ""Metadata of all * tables cached:"" it can be multiple lines: We should cover these cases as well.",non_debt,-
impala,8750,summary,failing when compilation events appear dynamically,non_debt,-
impala,8771,description,"We currently don't support column stats for complex typed columns (ingored in `compute stats` statements). However running queries against those columns throws the missing col stats warning which is confusing. We could probably skip the warnings if we detect the missing stats are for complex typed columns, until we support them.",requirement_debt,requirement_partially_implemented
impala,8771,summary,Missing stats warning for complex type columns,non_debt,-
impala,87,comment_0,Will this also involve support for bare {{SELECTs}} without a {{FROM}} ?,non_debt,-
impala,87,comment_1,"Probably I am misunderstanding but SELECTs without FROM are already supported (bare, in unions, in subqueries) except for the special case of INSERT.",non_debt,-
impala,87,description,"There are two problems that cause INSERTs without FROM (e.g. {{INSERT INTO TABLE tbl SELECT 1}}) clauses to fail: * The planner generates a plan that does not have a sink * The be would not execute such a plan correctly, as it does not start an executor for SELECT with no FROM to drive the sink There is a workaround, which is to write: {{INSERT INTO TABLE tbl SELECT <constantwhere other_tbl has at least one row.",non_debt,-
impala,87,summary,Support INSERT without FROM,non_debt,-
impala,8811,summary,Impala Doc: query option to change default ACID type of new tables,non_debt,-
impala,8855,description,"The documentation only mentions the values clause in the context of an INSERT statement. It can actually be used anywhere that a SELECT statement could be used, e.g. this is a valid query:",documentation_debt,low_quality_documentation
impala,8855,summary,Impala docs do not mention all places VALUES clause can be used,documentation_debt,low_quality_documentation
impala,8857,comment_0,", , we may release 3.3.0 soon. should we change the target version to 3.4.0?",non_debt,-
impala,8857,comment_1,"If we haven't seen this recently, let's close it.",non_debt,-
impala,8857,comment_2,"Encountered the issue recently in the following build: Not sure if it's relevant, but a similar test, failed due to network error here:",non_debt,-
impala,8857,description,"I believe this is a flaky tests, since there's no attempt to pass the timestamp from the kudu client that did the insert to the impala client that's doing the reading.",test_debt,flaky_test
impala,8857,summary,may fail because client reads older timestamp,non_debt,-
impala,8862,description,These get bundled into the containers but are not be invoked at runtime. We should be able to avoid including them as dependencies entirely.,build_debt,over-declared_dependencies
impala,8862,summary,Don't ship jetty and ant in Impala containers,non_debt,-
impala,8884,comment_0,Some WIP -,non_debt,-
impala,8884,description,It would be useful for debugging I/O performance problems if we had histogram stats for the time taken for various operations so that we could see if there were slow operations on a particular disk (e.g. because of disk failure) or from a particular remote filesystem.,code_debt,low_quality_code
impala,8884,summary,"Track Read(), Open() and Write() operation time per disk queue",non_debt,-
impala,8892,description,Our docker images lack a bunch of tools that help to implement health checks and debugging issues.,design_debt,non-optimal_design
impala,8892,summary,Add tools to Docker images,non_debt,-
impala,8901,description,"Due to IMPALA-7935, the database links at the top of the /catalog page which use '#' links to jump to the part of the page corresponding to the particular database no longer work if local catalog is enabled because the <a> tag with the id corresponding to the database name is omitted from the page.",non_debt,-
impala,8901,summary,# links on /catalog page broken,non_debt,-
impala,8912,comment_0,"The second call is required since the limit_ may be updated, which may cut the cardinality. I think what we should avoid is sampling twice on hbase.",design_debt,non-optimal_design
impala,8912,description,"For simple queries on HBase tables that has HBaseScanNode as the root of the SingleNodePlan, will be called twice. Stacktrace for the first call: Stacktrace for the second call: Codes of the second call: Logs for a simple query on an old version of Impala: Such kind of queries are usually point queries and are always expected to return fast. is heavy since it requires RPCs to HBase. We should avoid calling it twice.",design_debt,non-optimal_design
impala,8912,summary,Avoid calling computeStats twice on HBaseScanNode,design_debt,non-optimal_design
impala,8935,comment_1,FYI not working for me on my mini-cluster (which is running on an EC2) machine. Whenever I click on the link on my laptop it takes me to,non_debt,-
impala,8935,comment_2,"So the use-case you're talking about, accessing the minicluster webui in a dev environment from another machine, I think is difficult to make work in all cases. Rather than using ip addresses, we could specify hostnames for these links, but that's not guaranteed to always work - I think its common for people to develop on machines that don't have DNS-resolvable hostnames (eg see IMPALA-8917). And its always going to be the case that the machine's hostname resolves to 127.0.0.1 locally due to I don't think this is too big of a deal - it should work in any sort of real, non-development environment, and of course its possible in a dev environment to access the other webuis by manually specifying the right host:port instead of clicking the link, as its always been. One option if you really want this to work in a dev environment is to specify the flag to some public IP on minicluster startup. This flag is currently broken, but I have a patch out to get it working:",design_debt,non-optimal_design
impala,8935,description,"It would be convenient for all of the debug webuis to have links to the other debug webuis within a single cluster. For impalads, it would be easy to add links to each other impalad on the /backends page (from IMPALA-210 it looks like this even used to be the case, but everything has changed a ton since then, eg. we weren't even using templates at the time, so it got lost somewhere along the way). Its also fairly straight forward to add a link to the statestored and catalogd, eg. maybe on the index page or else on the nav bar.",non_debt,-
impala,8935,summary,Add links to other daemons from webui,non_debt,-
