project,text,classification
jruby-1.4.0,// FIXME: process options,non_debt
jruby-1.4.0,// write,non_debt
jruby-1.4.0,// NIO based pipe,non_debt
jruby-1.4.0,// Enebo: annotation processing forced me to do pangea method here...,non_debt
jruby-1.4.0,// line 1254,non_debt
jruby-1.4.0,/* 6:tags 16:addr 1:eos */,non_debt
jruby-1.4.0,//objectClass.defineAnnotatedMethods(BasicObjectMethods.class);,non_debt
jruby-1.4.0,/* may need to handle ENC_CODERANGE_BROKEN */,non_debt
jruby-1.4.0,// zeroed by jvm,non_debt
jruby-1.4.0,// The class of this object,non_debt
jruby-1.4.0,// TODO: rb_usascii_str_new2,non_debt
jruby-1.4.0,// JRUBY-4113: callers should not call setTaint on immediate objects,non_debt
jruby-1.4.0,// // INTERNAL VARIABLE METHODS //,non_debt
jruby-1.4.0,// We can safely reference methods here instead of doing getMethods() since if we // are adding we are not using a IncludedModuleWrapper.,non_debt
jruby-1.4.0,// // COMMON VARIABLE METHODS //,non_debt
jruby-1.4.0,// include its parent (and in turn that module's parents),non_debt
jruby-1.4.0,// Note: includes part of fix for JRUBY-1339,non_debt
jruby-1.4.0,// define access methods.,non_debt
jruby-1.4.0,// Static constants,non_debt
jruby-1.4.0,// For binding purposes on the newly created struct types,non_debt
jruby-1.4.0,// for interface impls,non_debt
jruby-1.4.0,// These call* assume ThreadContext = receiver.getRuntime().getCurrentContext(),non_debt
jruby-1.4.0,// OBJ_INFECT        ,non_debt
jruby-1.4.0,// superClass may be null.,non_debt
jruby-1.4.0,"/*
     * @param nv number of times to cycle or -1 to cycle indefinitely
     */",non_debt
jruby-1.4.0,"// we need full traces, use default (slow) populator",non_debt
jruby-1.4.0,// Atomic ?,non_debt
jruby-1.4.0,// Atomic ?,non_debt
jruby-1.4.0,// Skip any commandline args if /usr/bin/env is in play,non_debt
jruby-1.4.0,// Containing class...The parent of Object is null. Object should always be last in chain.,non_debt
jruby-1.4.0,// MRI checks all types first:,non_debt
jruby-1.4.0,// Make sure the module we include does not already exist,non_debt
jruby-1.4.0,// ClassProviders return Java class/module (in #defineOrGetClassUnder and // #defineOrGetModuleUnder) when class/module is opened using colon syntax. ,non_debt
jruby-1.4.0,// line 1298,non_debt
jruby-1.4.0,// update superclass reference,non_debt
jruby-1.4.0,// ////////////////// CONSTANT RUBY METHODS //////////////// //,non_debt
jruby-1.4.0,// Execute iterateMethod again.,non_debt
jruby-1.4.0,// a normal block passed to define_method changes to do arity checking; make it a lambda,non_debt
jruby-1.4.0,"// we grab serial number first; the worst that will happen is we cache a later // update with an earlier serial number, which would just flush anyway",non_debt
jruby-1.4.0,// module/singleton methods are all defined public,non_debt
jruby-1.4.0,// just using required is broken...but no more broken than before zsuper refactoring,non_debt
jruby-1.4.0,// update all hierarchies into which this module has been included,non_debt
jruby-1.4.0,// This method is intended only for defining new modules in Ruby code,non_debt
jruby-1.4.0,// need to skip IncludedModuleWrappers,non_debt
jruby-1.4.0,// reopen a java module,non_debt
jruby-1.4.0,// FIXME warning,non_debt
jruby-1.4.0,// reopen a java class,non_debt
jruby-1.4.0,"// for zsupers in define_method (blech!) we tell the proc scope to act as the ""argument"" scope",non_debt
jruby-1.4.0,//FIXME warning,non_debt
jruby-1.4.0,"// class and module bodies default to public, so make the block's visibility public. JRUBY-1185.",non_debt
jruby-1.4.0,// ignore error,non_debt
jruby-1.4.0,"// if the insertion point is a class, update subclass lists",non_debt
jruby-1.4.0,// eh?!,non_debt
jruby-1.4.0,// build a list of all modules to consider for inclusion,non_debt
jruby-1.4.0,// scan class hierarchy for module,non_debt
jruby-1.4.0,"// MRI error message says Class, even though Module is ok ",non_debt
jruby-1.4.0,/* Module class methods */,non_debt
jruby-1.4.0,"// next in hierarchy is an included version of the module we're attempting, // so we skip including it",non_debt
jruby-1.4.0,"// if we haven't encountered a real superclass, use the found module as the new inclusion point",non_debt
jruby-1.4.0,// line 1635,non_debt
jruby-1.4.0,"//tmpPosition is required because getPosition()'s side effects. //if the warning is generated, the getPosition() on line 954 (this line + 18) will create //a wrong position if the ""inclusive"" flag is not set.",non_debt
jruby-1.4.0,// Java and MRI definitions of remainder are the same.,non_debt
jruby-1.4.0,// ////////////////// CLASS VARIABLE API METHODS //////////////// //,non_debt
jruby-1.4.0,// can't set TC classloader,non_debt
jruby-1.4.0,// returns the stored value without processing undefs (autoloads),non_debt
jruby-1.4.0,// line 723,non_debt
jruby-1.4.0,// MRI has extra pointer which makes our code look a little bit // more strange in // comparison,non_debt
jruby-1.4.0,/*value*/,non_debt
jruby-1.4.0,// Tempory buffer to build up a potential token.  Consumer takes responsibility to reset  // this before use.,non_debt
jruby-1.4.0,"// JRUBY-914: Java 1.4 BigDecimal does not allow a negative scale, so we have to simulate it",non_debt
jruby-1.4.0,// line 691,non_debt
jruby-1.4.0,// removes and returns the stored value without processing undefs (autoloads),non_debt
jruby-1.4.0,// Fix for JRUBY-1339 - search hierarchy for constant,non_debt
jruby-1.4.0,"/* What is \v in C?
                    case '\v':
                        c2 = 'v';
                        break;
                        */",non_debt
jruby-1.4.0,// w_symbol,non_debt
jruby-1.4.0,// line 625,non_debt
jruby-1.4.0,/* Consider Thread aspects of this */,non_debt
jruby-1.4.0,// line 601,non_debt
jruby-1.4.0,"// An interrupt or timeout may have caused us to miss // a notify that we consumed, so do another notify in // case someone else is available to pick it up.",non_debt
jruby-1.4.0,// We always open this rw since we can only open it r or rw.,non_debt
jruby-1.4.0,// If we could not find the constant from cref..then try getting from inheritence hierarchy,non_debt
jruby-1.4.0,// line 1133,non_debt
jruby-1.4.0,// line 929,non_debt
jruby-1.4.0,// line 1373,non_debt
jruby-1.4.0,// line 785,non_debt
jruby-1.4.0,// line 845,non_debt
jruby-1.4.0,// line 800,non_debt
jruby-1.4.0,// line 839,non_debt
jruby-1.4.0,// line 1603,non_debt
jruby-1.4.0,// line 1097,non_debt
jruby-1.4.0,// line 970,non_debt
jruby-1.4.0,// line 1406,non_debt
jruby-1.4.0,// line 1085,non_debt
jruby-1.4.0,// line 972,non_debt
jruby-1.4.0,// line 1038,non_debt
jruby-1.4.0,// line 1582,non_debt
jruby-1.4.0,// line 1210,non_debt
jruby-1.4.0,// we got a valid errno value,non_debt
jruby-1.4.0,// one optional and no required args,non_debt
jruby-1.4.0,// line 1293,non_debt
jruby-1.4.0,// print out as a nice Ruby backtrace,non_debt
jruby-1.4.0,// line 1229,non_debt
jruby-1.4.0,// line 1523,non_debt
jruby-1.4.0,// line 1448,non_debt
jruby-1.4.0,// try to get errno value out of the class,non_debt
jruby-1.4.0,// line 1398,non_debt
jruby-1.4.0,// line 1513,non_debt
jruby-1.4.0,// line 1492,non_debt
jruby-1.4.0,//yyRindex 889,non_debt
jruby-1.4.0,// line 854,non_debt
jruby-1.4.0,// ACTIONS_END,non_debt
jruby-1.4.0,// ////////////////// INTERNAL MODULE VARIABLE API METHODS //////////////// //,non_debt
jruby-1.4.0,"// no script to run, return success below",non_debt
jruby-1.4.0,// Java and MRI definitions of modulo are different.,non_debt
jruby-1.4.0,// line 1789,non_debt
jruby-1.4.0,// line 1755,non_debt
jruby-1.4.0,// TODO: why this: .setResult();,non_debt
jruby-1.4.0,// JRubyClient,non_debt
jruby-1.4.0,// Skip /usr/bin/env if it's first,non_debt
jruby-1.4.0,/* force for args */,non_debt
jruby-1.4.0,// line 1652,non_debt
jruby-1.4.0,// Skip any assignments if /usr/bin/env is in play,non_debt
jruby-1.4.0,// line 814,non_debt
jruby-1.4.0,// line 451,non_debt
jruby-1.4.0,"// ignore, no debugger present",non_debt
jruby-1.4.0,"// ignore, no debugger present",non_debt
jruby-1.4.0,// line 413,non_debt
jruby-1.4.0,// FIXME: Temporarily disabling because this fires way too much running Rails tests. JRUBY-518,non_debt
jruby-1.4.0,// line 339,non_debt
jruby-1.4.0,// line 703,non_debt
jruby-1.4.0,// line 515,non_debt
jruby-1.4.0,// line 472,non_debt
jruby-1.4.0,// line 669,non_debt
jruby-1.4.0,// line 582,non_debt
jruby-1.4.0,// line 636,non_debt
jruby-1.4.0,// line 2014,non_debt
jruby-1.4.0,// line 1108,non_debt
jruby-1.4.0,// line 992,non_debt
jruby-1.4.0,/*  2! */,non_debt
jruby-1.4.0,// Increase value to hit lower range.,non_debt
jruby-1.4.0,// line 958,non_debt
jruby-1.4.0,"/*
     * x = mantissa * 2 ** exponent
     *
     * Where mantissa is in the range of [.5, 1)
     *
     */",non_debt
jruby-1.4.0,// line 905,non_debt
jruby-1.4.0,// line 925,non_debt
jruby-1.4.0,// line 1072,non_debt
jruby-1.4.0,"// Uncomment the ""puts"" lines if you want to see more detail",non_debt
jruby-1.4.0,// line 572,non_debt
jruby-1.4.0,// line 601,non_debt
jruby-1.4.0,// line 649,non_debt
jruby-1.4.0,// line 1047,non_debt
jruby-1.4.0,// line 1950,non_debt
jruby-1.4.0,// line 1395,non_debt
jruby-1.4.0,// line 1286,non_debt
jruby-1.4.0,// line 1192,non_debt
jruby-1.4.0,// line 1241,non_debt
jruby-1.4.0,// line 1333,non_debt
jruby-1.4.0,/*  9! */,non_debt
jruby-1.4.0,// line 991,non_debt
jruby-1.4.0,// line 1812,non_debt
jruby-1.4.0,// line 1779,non_debt
jruby-1.4.0,// line 1476,non_debt
jruby-1.4.0,// line 1420,non_debt
jruby-1.4.0,// line 1728,non_debt
jruby-1.4.0,// line 1588,non_debt
jruby-1.4.0,// line 1618,non_debt
jruby-1.4.0,// rounding neccessary,non_debt
jruby-1.4.0,// line 1320,non_debt
jruby-1.4.0,// line 1363,non_debt
jruby-1.4.0,// line 1595,non_debt
jruby-1.4.0,// This while loop is for restarting the block call in case a 'redo' fires.,non_debt
jruby-1.4.0,// This while loop is for restarting the block call in case a 'redo' fires.,non_debt
jruby-1.4.0,// line 1681,non_debt
jruby-1.4.0,"// could not get canonical path, just use given path",non_debt
jruby-1.4.0,// line 1317,non_debt
jruby-1.4.0,// This while loop is for restarting the block call in case a 'redo' fires.,non_debt
jruby-1.4.0,// line 1535,non_debt
jruby-1.4.0,// line 1992,non_debt
jruby-1.4.0,"// // If it is a file channel, then we can pre-allocate the output buffer // to the total size of buffered + remaining bytes in file //",non_debt
jruby-1.4.0,// line 1643,non_debt
jruby-1.4.0,// line 1794,non_debt
jruby-1.4.0,// line 1314,non_debt
jruby-1.4.0,// This while loop is for restarting the block call in case a 'redo' fires.,non_debt
jruby-1.4.0,"// A 'next' is like a local return from the block, ending this call or yield.",non_debt
jruby-1.4.0,"// A 'next' is like a local return from the block, ending this call or yield.",non_debt
jruby-1.4.0,// line 1837,non_debt
jruby-1.4.0,"// happens with native exceptions, should not filter those out",non_debt
jruby-1.4.0,// line 1753,non_debt
jruby-1.4.0,"// Iteration variables, for the square root x and the reciprocal v // initial x:  x0 ~ sqrt() // initial v:  v0 = 1/(2*x)",non_debt
jruby-1.4.0,"// A 'next' is like a local return from the block, ending this call or yield.",non_debt
jruby-1.4.0,"// A 'next' is like a local return from the block, ending this call or yield.",non_debt
jruby-1.4.0,// line 1562,non_debt
jruby-1.4.0,// line 619,non_debt
jruby-1.4.0,// line 1267,non_debt
jruby-1.4.0,// line 1439,non_debt
jruby-1.4.0,// line 1895,non_debt
jruby-1.4.0,// line 1301,non_debt
jruby-1.4.0,// line 776,non_debt
jruby-1.4.0,// line 1168,non_debt
jruby-1.4.0,// line 823,non_debt
jruby-1.4.0,// line 872,non_debt
jruby-1.4.0,"// IRubyObject, DynamicMethod, RubyClass, CacheEntry, ThreadContext, IRubyObject, IRubyObject, String, args",non_debt
jruby-1.4.0,// // Cannot discern the total read length - allocate at least enough for the buffered data //,non_debt
jruby-1.4.0,// line 555,non_debt
jruby-1.4.0,// Populate up to shorter of calling arguments or local parameters in the block,non_debt
jruby-1.4.0,// line 500,non_debt
jruby-1.4.0,// line 361,non_debt
jruby-1.4.0,// line 1603,non_debt
jruby-1.4.0,"// IRubyObject, DynamicMethod, RubyClass, CacheEntry, ThreadContext, IRubyObject, IRubyObject, String, args",non_debt
jruby-1.4.0,// line 1620,non_debt
jruby-1.4.0,"// ignore, no debugger present",non_debt
jruby-1.4.0,// allow it to bubble up,non_debt
jruby-1.4.0,// tc // under method // self // under method // name // args,non_debt
jruby-1.4.0,/*utf8 lead byte*/,non_debt
jruby-1.4.0,// trim extension to try other options,non_debt
jruby-1.4.0,"// IRubyObject, DynamicMethod, RubyClass, CacheEntry, ThreadContext, IRubyObject, IRubyObject, String, args",non_debt
jruby-1.4.0,// integer division,non_debt
jruby-1.4.0,// line 1473,non_debt
jruby-1.4.0,"// IRubyObject, DynamicMethod, RubyClass, CacheEntry, ThreadContext, IRubyObject, IRubyObject, String, args",non_debt
jruby-1.4.0,"// IRubyObject, DynamicMethod, RubyClass, CacheEntry, ThreadContext, IRubyObject, IRubyObject, String, args",non_debt
jruby-1.4.0,// line 1201,non_debt
jruby-1.4.0,"// IRubyObject, RubyClass, CacheEntry, ThreadContext, IRubyObject, IRubyObject, String, args",non_debt
jruby-1.4.0,"// IRubyObject, CacheEntry, ThreadContext, IRubyObject, IRubyObject, String, args",non_debt
jruby-1.4.0,// line 1307,non_debt
jruby-1.4.0,// line 1287,non_debt
jruby-1.4.0,// line 1067,non_debt
jruby-1.4.0,"// Peel onion...make subpatterns out of outer layer of glob and recall with each subpattern  // Example: foo{a{c},b}bar -> fooa{c}bar, foobbar",non_debt
jruby-1.4.0,// end suffix iteration,non_debt
jruby-1.4.0,// Check for a builtin first.,non_debt
jruby-1.4.0,// line 1169,non_debt
jruby-1.4.0,// end suffix iteration,non_debt
jruby-1.4.0,// This method handles '**/' patterns and delegates to // fnmatch_helper for the main work.,non_debt
jruby-1.4.0,// line 1122,non_debt
jruby-1.4.0,"// processes seem to have some peculiar locking sequences, so we // need to ensure nobody is trying to close/destroy while we are",non_debt
jruby-1.4.0,"// double precision, native // double precision, native",non_debt
jruby-1.4.0,// line 1145,non_debt
jruby-1.4.0,"// calculate based on a, b, c and d",non_debt
jruby-1.4.0,"// 64-bit number, native (as bignum)",non_debt
jruby-1.4.0,// Next indicates to decode using native encoding format,non_debt
jruby-1.4.0,// line 812,non_debt
jruby-1.4.0,//yyLen 496,non_debt
jruby-1.4.0,"// an empirically derived rule: precision applies to // significand length, irrespective of exponent",non_debt
jruby-1.4.0,// snip off ruby or jruby command from list of arguments // leave alone if the command is the name of a script,non_debt
jruby-1.4.0,//this test may be too lax but it is the same as in MRI,non_debt
jruby-1.4.0,// first digit is always printed,non_debt
jruby-1.4.0,// line 1026,non_debt
jruby-1.4.0,// line 1011,non_debt
jruby-1.4.0,/*utf8 lead byte*/,non_debt
jruby-1.4.0,// now some data...,non_debt
jruby-1.4.0,// line 911,non_debt
jruby-1.4.0,"// an official rule, clarified: if the exponent // <clarif>after adjusting for exponent form</clarif> // is < -4,  or the exponent <clarif>after adjusting  // for exponent form</clarif> is greater than the // precision, use exponent form",non_debt
jruby-1.4.0,"// in this mode, '.' is always printed",non_debt
jruby-1.4.0,// line 886,non_debt
jruby-1.4.0,// line 864,non_debt
jruby-1.4.0,/*utf8 lead byte*/,non_debt
jruby-1.4.0,// line 827,non_debt
jruby-1.4.0,// now some data...,non_debt
jruby-1.4.0,// MRI behavior: validate only the unnumbered arguments,non_debt
jruby-1.4.0,//switch,non_debt
jruby-1.4.0,// else catch oversize below,non_debt
jruby-1.4.0,"// calculation for simple (and typical) case, // adapted from sun.misc.FloatingDecimal",non_debt
jruby-1.4.0,"// value equality //result = eval(""key = 3; arr = []; arr[key] = 'one'; arr.store(3, 'two'); puts arr[key]""); //assertEquals(""two"", result);",non_debt
jruby-1.4.0,"// // Copy what is in the buffer, if there is some buffered data //",non_debt
jruby-1.4.0,// line 732,non_debt
jruby-1.4.0,"// already have some bytes buffered, just return those",non_debt
jruby-1.4.0,"// Note that WE CAN'T say the following, because of the on-the-fly conversion of Fixnum to Long // assertTrue(value == valueViaValuesIterator);",non_debt
jruby-1.4.0,// reset buffer,non_debt
jruby-1.4.0,// Is there something built into JRuby to do this?,non_debt
jruby-1.4.0,"// TODO: Ruby logic is somewhat more complicated here, see comments after",non_debt
jruby-1.4.0,// change the thread context to include the class,non_debt
jruby-1.4.0,// do median of 7 if the array is over 200 elements.,non_debt
jruby-1.4.0,// line 1626,non_debt
jruby-1.4.0,"// use array as-is, it's a literal array",non_debt
jruby-1.4.0,"// explode array, it's an internal ""args"" array",non_debt
jruby-1.4.0,// line 1369,non_debt
jruby-1.4.0,// line 313,non_debt
jruby-1.4.0,// line 1496,non_debt
jruby-1.4.0,// odd,non_debt
jruby-1.4.0,// line 1359,non_debt
jruby-1.4.0,"// ignore, no debugger present",non_debt
jruby-1.4.0,//consume the file name,non_debt
jruby-1.4.0,// We need to guarantee that any existing reads of old Map can //  proceed. So we cannot yet null out each bin.,non_debt
jruby-1.4.0,// ..where 100 -> 10 shifts the scale,non_debt
jruby-1.4.0,// root x is ready!,non_debt
jruby-1.4.0,"// The loop of ""Square Root by Coupled Newton Iteration""",non_debt
jruby-1.4.0,"// 5 -> 2, -5 -> -3 need half a scale more..",non_debt
jruby-1.4.0,// MRI behavior: -0 and +0 are two different things,non_debt
jruby-1.4.0,// default ClassCache using jitMax as a soft upper bound,non_debt
jruby-1.4.0,// We require the home directory to be absolute,non_debt
jruby-1.4.0,// RubyBigdecimal,non_debt
jruby-1.4.0,// 2. MRI allows underscores anywhere,non_debt
jruby-1.4.0,"// This property is a Boolean, to allow three values, so it can match MRI's nil, false and true",non_debt
jruby-1.4.0,// line 1348,non_debt
jruby-1.4.0,// line 1292,non_debt
jruby-1.4.0,// try loading from classloader resources,non_debt
jruby-1.4.0,// verify it if it's there,non_debt
jruby-1.4.0,/* 15! */,non_debt
jruby-1.4.0,// try the normal property first,non_debt
jruby-1.4.0,// write-volatile,non_debt
jruby-1.4.0,// try cwd first,non_debt
jruby-1.4.0,// line 1716,non_debt
jruby-1.4.0,// Specify something that can't separate,non_debt
jruby-1.4.0,// symbol string *must* be interned,non_debt
jruby-1.4.0,// *must* be power of 2!,non_debt
jruby-1.4.0,// line 1276,non_debt
jruby-1.4.0,// Clone all remaining nodes,non_debt
jruby-1.4.0,//  Single node on list,non_debt
jruby-1.4.0,// ACTIONS_END,non_debt
jruby-1.4.0,// JRubyServer,non_debt
jruby-1.4.0,// Has read/write been closed or is it still open for business,non_debt
jruby-1.4.0,//str is frozen,non_debt
jruby-1.4.0,"// This is a non-standard method; have we decided to start extending Ruby? //classClass.defineFastMethod(""subclasses"", callbackFactory.getFastOptMethod(""subclasses""));",non_debt
jruby-1.4.0,// undo check,non_debt
jruby-1.4.0,// static initializing method,non_debt
jruby-1.4.0,// line 1708,non_debt
jruby-1.4.0,// use parent's marshal,non_debt
jruby-1.4.0,// this is the only case it might be null here (in MetaClass construction),non_debt
jruby-1.4.0,// fields to hold Ruby and RubyClass references,non_debt
jruby-1.4.0,// update all subclasses,non_debt
jruby-1.4.0,"// do nothing, leave empty",non_debt
jruby-1.4.0,// rest in ivar count followed by name/value pairs,non_debt
jruby-1.4.0,// write out ivar count followed by name/value pairs,non_debt
jruby-1.4.0,// Piece of mri rb_to_id,non_debt
jruby-1.4.0,// element set,non_debt
jruby-1.4.0,// visit a label to start scoping for local vars in this method,non_debt
jruby-1.4.0,"// Ensure we're not running on GCJ, since it's not supported and leads to weird errors",non_debt
jruby-1.4.0,"// single method, use normal logic",non_debt
jruby-1.4.0,"/* \C-X, \C-\M-X */",non_debt
jruby-1.4.0,// ---------- These methods below are used during compile-time optimizations ------- ,non_debt
jruby-1.4.0,// no UNIXSockets on Windows,non_debt
jruby-1.4.0,// line 1325,non_debt
jruby-1.4.0,// MBCLEN_INVALID_P,non_debt
jruby-1.4.0,"// no annotated methods found, skip",non_debt
jruby-1.4.0,/* \p{Hiragana} */,non_debt
jruby-1.4.0,// line 1196,non_debt
jruby-1.4.0,// rb_enc_reg_raise,non_debt
jruby-1.4.0,// rb_reg_raise,non_debt
jruby-1.4.0,// minus one more for IRubyObject[],non_debt
jruby-1.4.0,// rb_reg_expr_str,non_debt
jruby-1.4.0,// JRUBY-3625: delay setting backref until the MatchData is completely initialized,non_debt
jruby-1.4.0,"// write out a static initializer for frame names, so it only fires once",non_debt
jruby-1.4.0,// read-volatile,non_debt
jruby-1.4.0,//                        RubyModule singletonClass = module.getSingletonClass();,non_debt
jruby-1.4.0,// fallback on non-pregenerated logic,non_debt
jruby-1.4.0,// TODO: varargs?,non_debt
jruby-1.4.0,// array created for rescue args doesn't need to be in ObjectSpace.,non_debt
jruby-1.4.0,// colon3,non_debt
jruby-1.4.0,// If reciever is self then we do the call the same way as vcall,non_debt
jruby-1.4.0,// line 1399,non_debt
jruby-1.4.0,// while,non_debt
jruby-1.4.0,// Wrong Parameter ?,non_debt
jruby-1.4.0,// we can't rename a file while it's open in windows,non_debt
jruby-1.4.0,// produce a nicer error since Rubyists aren't used to seeing this,non_debt
jruby-1.4.0,"// This should never happen past parse, but just bulletproof this just in case",non_debt
jruby-1.4.0,"// never visited, should be ok",non_debt
jruby-1.4.0,// For 'b.foo()'.  Args are only significant in maintaining backwards compatible AST structure,non_debt
jruby-1.4.0,// We can callsite cache const_missing if we want,non_debt
jruby-1.4.0,"//        assert thenBody != null : ""thenBody is not null""; //        assert elseBody != null : ""elseBody is not null"";",non_debt
jruby-1.4.0,// Store to temp so it does null out on us mid-stream,non_debt
jruby-1.4.0,// The name of the variable,non_debt
jruby-1.4.0,// A scoped location of this variable (high 16 bits is how many scopes down and low 16 bits // is what index in the right scope to set the value.,non_debt
jruby-1.4.0,// line 745,non_debt
jruby-1.4.0,// We do not want to capture cached methods,non_debt
jruby-1.4.0,// We could probably also detect if LHS value came out of cache and avoid some of this,non_debt
jruby-1.4.0,"// one optional, one required args",non_debt
jruby-1.4.0,// no takers; bubble up,non_debt
jruby-1.4.0,// Store to temp so it does null out on us mid-stream,non_debt
jruby-1.4.0,// in order to make pragma's noops we set location to a special value,non_debt
jruby-1.4.0,// We can callsite cache const_missing if we want,non_debt
jruby-1.4.0,// Store to temp so it does null out on us mid-stream,non_debt
jruby-1.4.0,// admittedly inefficient,non_debt
jruby-1.4.0,// no takers; bubble up,non_debt
jruby-1.4.0,"// JRUBY-530, while case",non_debt
jruby-1.4.0,// index of variable for this arg,non_debt
jruby-1.4.0,"// don't attempt to coerce to array, just wrap and return",non_debt
jruby-1.4.0,// only a marker interface,non_debt
jruby-1.4.0,// The method doesn't need a scope or static scope; frame only,non_debt
jruby-1.4.0,// Proc.new needs the caller's block to instantiate a proc,non_debt
jruby-1.4.0,"// check for Proc.new, an especially magic method",non_debt
jruby-1.4.0,// pragmas,non_debt
jruby-1.4.0,"// otherwise, it's a literal array",non_debt
jruby-1.4.0,"// long, slow way causes disabling for defined",non_debt
jruby-1.4.0,// we set scope-aware to true to force heap-based locals,non_debt
jruby-1.4.0,// unwrap newline nodes to get their actual type,non_debt
jruby-1.4.0,// set up a local IRuby variable,non_debt
jruby-1.4.0,"// splatted when, can't do it yet",non_debt
jruby-1.4.0,"// one arg but it's an array, treat it as a proper array",non_debt
jruby-1.4.0,"// otherwise, use normal args compiler",non_debt
jruby-1.4.0,//[],non_debt
jruby-1.4.0,"// colon3, assign in Object",non_debt
jruby-1.4.0,"//[IRubyObject, RubyClass, Visibility] //[IRubyObject, RubyClass] //[IRubyObject]",non_debt
jruby-1.4.0,// these are all simple cases that don't require the heavier defined logic,non_debt
jruby-1.4.0,//[RubyClass],non_debt
jruby-1.4.0,//[],non_debt
jruby-1.4.0,//          context.swapValues(); //context.consumeCurrentValue();,non_debt
jruby-1.4.0,"//[RubyClass] //[RubyClass, RubyClass] //[RubyClass] //[]",non_debt
jruby-1.4.0,// inspect body and args,non_debt
jruby-1.4.0,"// no args, do not pass args processor",non_debt
jruby-1.4.0,// invoke run with threadcontext and topself,non_debt
jruby-1.4.0,/*value*/,non_debt
jruby-1.4.0,// ////////////////// CLASS VARIABLE RUBY METHODS //////////////// //,non_debt
jruby-1.4.0,"//[String] //[String, String] //[String] //[String, RubyClass] //[String, RubyClass, RubyClass] //[String, RubyClass]",non_debt
jruby-1.4.0,"//[String] //[String, String] //[String] //[String, RubyClass] //[String, RubyClass, RubyClass] //[String, RubyClass]",non_debt
jruby-1.4.0,"// not an expression, only compile the elements",non_debt
jruby-1.4.0,// create the closure class and instantiate it,non_debt
jruby-1.4.0,// Math depends on all numeric types,non_debt
jruby-1.4.0,"// not an expression, only compile the elements",non_debt
jruby-1.4.0,// create the closure class and instantiate it,non_debt
jruby-1.4.0,// normal,non_debt
jruby-1.4.0,// optimizations if we know ahead of time it will always be true or false,non_debt
jruby-1.4.0,"// no args, do not pass args processor",non_debt
jruby-1.4.0,"// eval new value, call operator on old value, and assign",non_debt
jruby-1.4.0,// normal items at the front or back of the masgn,non_debt
jruby-1.4.0,// create the closure class and instantiate it,non_debt
jruby-1.4.0,// sizes must match,non_debt
jruby-1.4.0,"// ""head"" must have no non-trivial assigns (array groupings, basically)",non_debt
jruby-1.4.0,"// normal items at the ""head"" of the masgn",non_debt
jruby-1.4.0,// compile first node as non-expr and compile second node,non_debt
jruby-1.4.0,"// all these types are immediately considered ""defined""",non_debt
jruby-1.4.0,// put under object array already present,non_debt
jruby-1.4.0,"// if arity 1, just compile the one element to save us the array cost",non_debt
jruby-1.4.0,// [recv],non_debt
jruby-1.4.0,"// it's a multiple-statement body, iterate over all elements in turn and chain if it get too long",non_debt
jruby-1.4.0,"// single-statement body, just compile it",non_debt
jruby-1.4.0,// try optz version,non_debt
jruby-1.4.0,/*value*/,non_debt
jruby-1.4.0,"// need the array, use unoptz version",non_debt
jruby-1.4.0,"// no args, do not pass args processor",non_debt
jruby-1.4.0,// perform assignment for the next node,non_debt
jruby-1.4.0,// successfully got back a jitted method,non_debt
jruby-1.4.0,// if we haven't already decided on a do-nothing call,non_debt
jruby-1.4.0,// expect value to be an array of nodes,non_debt
jruby-1.4.0,// Time the compilation,non_debt
jruby-1.4.0,"// receiver first, so we know which call site to use",non_debt
jruby-1.4.0,// visit a label to start scoping for local vars in this method,non_debt
jruby-1.4.0,"// method is done, declare all variables",non_debt
jruby-1.4.0,"// value is already on stack, save it for later",non_debt
jruby-1.4.0,// load block from [] version of method,non_debt
jruby-1.4.0,"// in method body with no containing loop, issue jump error // load runtime and value, issue jump error",non_debt
jruby-1.4.0,/*arg0*/,non_debt
jruby-1.4.0,"// thread context, receiver and original args",non_debt
jruby-1.4.0,"// if rest args, excluding post args",non_debt
jruby-1.4.0,// get call site and thread context,non_debt
jruby-1.4.0,// invoke,non_debt
jruby-1.4.0,// pop extra attr value,non_debt
jruby-1.4.0,// No point in updating number if last number was same value.,non_debt
jruby-1.4.0,"// check if it's true, ending if not",non_debt
jruby-1.4.0,// call site,non_debt
jruby-1.4.0,"// [adapter, tc]",non_debt
jruby-1.4.0,/*self*/,non_debt
jruby-1.4.0,"// depending on size of original args, call appropriate utility method",non_debt
jruby-1.4.0,/*self*/,non_debt
jruby-1.4.0,"// receiver, args, result, value",non_debt
jruby-1.4.0,"// with args, with block",non_debt
jruby-1.4.0,"// no args, with block",non_debt
jruby-1.4.0,"// [adapter, tc]",non_debt
jruby-1.4.0,"// no args, no block",non_debt
jruby-1.4.0,// block,non_debt
jruby-1.4.0,"// with args, no block",non_debt
jruby-1.4.0,/*self*/,non_debt
jruby-1.4.0,/*arg*/,non_debt
jruby-1.4.0,// pop extra attr value,non_debt
jruby-1.4.0,/*arg*/,non_debt
jruby-1.4.0,"// with args, no block",non_debt
jruby-1.4.0,// build descriptor string,non_debt
jruby-1.4.0,// generate call sites initialization code,non_debt
jruby-1.4.0,// generate regexps initialization code,non_debt
jruby-1.4.0,// generate block bodies initialization code,non_debt
