project,issue_key,section,type,indicator,text
Thrift,THRIFT-4130,summary,non_debt,-,Ensure Apache Http connection is released back to pool after use
Thrift,THRIFT-4131,comment_0,non_debt,-,"Would be great to get the patch, please attach (or if you prefer a pull request is fine too)."
Thrift,THRIFT-4131,comment_1,non_debt,-,proposed patch
Thrift,THRIFT-4131,comment_3,non_debt,-,did you review this patch? It passed all CI tests.
Thrift,THRIFT-4131,comment_4,non_debt,-,Committed - thanks.
Thrift,THRIFT-4131,description,non_debt,-,"When using the WebSocket transport all client- To remedy this I changed the compiler/generator to send a null callback to the transport->flush method for oneway methods, and then in the WebSocket transport code, make a null check and only install defined callbacks. This seem to fix it for me. I can send in patches if necessary."
Thrift,THRIFT-4131,summary,non_debt,-,Javascript with WebSocket handles oneway methods wrong
Thrift,THRIFT-4136,comment_2,non_debt,-,Committed.
Thrift,THRIFT-4136,description,code_debt,complex_code,Similar to {{is_string()}} the {{is_binary()}} method should be virtual and implemented at {{t_type}}. This simplifies the code and reduces possibilities for making technically wrong casts.
Thrift,THRIFT-4136,summary,code_debt,complex_code,Align is_binary() method with is_string() to simplify those checks
Thrift,THRIFT-4164,comment_1,non_debt,-,"In the pull request where the first four builds failed with cores, I was able to reproduce it locally as well. It is very interesting. We were resetting the openssl thread safety/locking callbacks to NULL as part of destruction of the last TSSLSocketFactory instance. In the test, we hold on to this socket factory through the test and then it gets destroyed: Then later on in the test, we close a TSSLSocket that the factory created: At this point where we destroy the TSSLSocket, which calls into SSL_CTX_free, which wants to use one of the locks to be threadsafe, it cannot use the lock because we destroyed it already when the TSSLSocketFactory was destroyed. We need to guarantee the lifetime of the TSSLSocketFactory outlives any TSSLSocket that it makes, since destruction of the last TSSLSocketFactory causes an openssl teardown."
Thrift,THRIFT-4164,comment_2,requirement_debt,non-functional_requirements_not_fully_satisfied,"PR #1235 exposed the fact that before that PR, we were quietly stopping openssl from using the locking callbacks we were providing. This would lead to unsafe multi-thread behavior during shutdown. I looked at guaranteeing this in core: I noodled through it and the solutions were all a bit ugly, involving the factory to keep a smart pointer of each socket it made, and a callback from TSSLSocket::close() to the factory to take it out of a set of sockets it had made. Then in ~TSSLSocketFactory we would need to guarantee the set of sockets left in the factory were the last instance (nobody else was holding onto them as well) so we could guarantee that when the set of sockets is reset, all the sockets the factory ever made were released.Then the factory could clean up openssl safely. OR, we clearly document the requirement that a factory must outlive any sockets it makes. This is what I'm going to do, so will revise the PR to fix our own TestClient.cpp which was in violation of the requirement that a TSSLSocketFactory must outlive any TSSLSocket it creates when the TSSLSocketFactory is managing openssl initialization and destruction, which was causing the build failures."
Thrift,THRIFT-4164,description,design_debt,non-optimal_design,"In a project where thrift is used, i was investigating a core in an assertion in (pthread variety). The mutex in question was one of the locking mutexes that thrift gives to openssl. The core occurred in where the mutexes are destroyed (on the last line). I suspect that we might be changing the locking callbacks too early in the cleanup process; perhaps one of the other cleanup calls that follows it would have released a mutex in some situations? In any case, this needs to be investigated and I am assigning it to myself."
Thrift,THRIFT-4164,summary,non_debt,-,Core in TSSLSocket cleanupOpenSSL when destroying a mutex used by openssl
Thrift,THRIFT-4177,comment_0,non_debt,-,Will provide a patch soon.
Thrift,THRIFT-4177,comment_2,non_debt,-,"I just linked a number of issues in the backlog, some already done and some not, to this issue. It looks like there has been a desire to have a deep copy mechanism for a long time. Folks who use Java more should comment on this PR."
Thrift,THRIFT-4177,comment_3,non_debt,-,"Hi, I misread the meaning of the title. I assumed you were saying we didn't need deep copy in the title text. It looks like this is a duplicate of THRIFT-3674; or we can make THRIFT-3674 a duplicate of this since this has a PR now. Thoughts?"
Thrift,THRIFT-4177,comment_4,non_debt,-,"Yes, this issue is definitely a duplicate of THRIFT-3674, my bad. And yes, it might be more reasonable to mark THRIFT-3674 as duplicate, cause of PR."
Thrift,THRIFT-4177,description,non_debt,-,"Java compiler produces deep copy constructor that makes shallow copies for referenced objects from collections when they are defined after the root object in the thrift file. For example, consider following thrift file: struct Foo { 1: optional list<Bar} struct Bar { 1: optional string value, } new Foo().deepCopy() will produce a copy of Foo with a copy of a list that reference the same Bar object."
Thrift,THRIFT-4177,summary,non_debt,-,Java compiler produces deep copy constructor that could make shallow copy instead
Thrift,THRIFT-418,comment_0,design_debt,non-optimal_design,Attaching patch. There are 2 changes: 1) Modified t_rb_generator.cc to generate a FIELD_IDS constant for each struct + a struct_field_ids() accessor method. 2) Use instead of to iterate through struct fields id-sorted order. Updated the native code as well. All tests pass. Should be targeted for next major release as the change is not code-compatible with 0.6-generated files. Can be re-implement without a compiler change if we want to keep full compatibility between 0.6 gen-rb files and 0.7 library.
Thrift,THRIFT-418,comment_1,non_debt,-,"I just committed this patch to trunk. Thanks, Ilya!"
Thrift,THRIFT-418,comment_3,design_debt,non-optimal_design,Reopening as I've thought about it and a patch which doesn't change the compiler or generated code ends up being much cleaner.
Thrift,THRIFT-418,comment_4,non_debt,-,New patch which reverts the previous changes and re-implements the optimization without making any compiler / gen-rb changes.
Thrift,THRIFT-418,comment_5,non_debt,-,I committed the newer version.
Thrift,THRIFT-418,comment_6,non_debt,-,Resolving.
Thrift,THRIFT-418,description,design_debt,non-optimal_design,"Currently the ruby struct code sorts the field ids of each struct every time it is serialized, which is an unnecessary drag on performance."
Thrift,THRIFT-418,summary,non_debt,-,Don't do runtime sorting of struct fields
Thrift,THRIFT-4202,comment_0,non_debt,-,This is causing all Travis CI builds to fail.
Thrift,THRIFT-4202,comment_1,non_debt,-,This issue was resolved without a fixVersion but was not closed - closing.
Thrift,THRIFT-4202,description,non_debt,-,See this build job: Details:
Thrift,THRIFT-4202,summary,non_debt,-,Thrift docker image files fail to build in Travis build: npm errors
Thrift,THRIFT-4205,comment_7,non_debt,-,Merged.
Thrift,THRIFT-4205,description,non_debt,-,The library is not linking against glib and gobject depedencies. It means that it will work if the library is linked against a program that uses that libraries but it will fail in environments like Android. Since the reference to gobject (for example) will not be there and in it will fail to load because missing symbols.
Thrift,THRIFT-4205,summary,non_debt,-,c_glib is not linking against glib + gobject
Thrift,THRIFT-4211,comment_0,non_debt,-,It seems we were aborting due to wrong understanding of how g_error works. There's room for improvement but for now it seems correct
Thrift,THRIFT-4211,comment_4,non_debt,-,Merged.
Thrift,THRIFT-4211,description,non_debt,-,It seems that current Gerror management done in thrift is not quite ok and causes the library to fail. This issue tracks and fixes all problems found during testing.
Thrift,THRIFT-4211,summary,non_debt,-,Fix GError glib management under Thrift
Thrift,THRIFT-4212,comment_4,non_debt,-,Merged - thanks.
Thrift,THRIFT-4212,description,non_debt,-,"It seems that SSL is trying to get info from socket even when socket is already invalid, making the app to crash."
Thrift,THRIFT-4212,summary,non_debt,-,c_glib flush tries to close SSL even if socket is invalid
Thrift,THRIFT-4224,comment_0,non_debt,-,Can you post the command line in question?
Thrift,THRIFT-4224,comment_1,non_debt,-,Thanks for taking care! I tried to use the command line as below and the compiling passed: thrift --gen java Looks more like an issue of I am closing this defect. Thank you!
Thrift,THRIFT-4224,comment_2,non_debt,-,"I resolved this ""thrift failed error: The command line is too long"" issue by setting a shorter thrift temp file for This configuration changed the folder name from default to ""td"". Obviously, this is a workaround to decrease the project folder path length under windows. <plugin <groupId <artifactId <configuration <thriftExecutable <generator </configuration </plugin>"
Thrift,THRIFT-4224,comment_3,non_debt,-,THRIFT-1536
Thrift,THRIFT-4224,description,non_debt,-,"Compile thrift file to Java in IntelliJ failed due to ""The command line is too long"" on Windows 7. Tried on 0.9.1/0.9.3/0.10.0, both failed as same reason. Log: [INFO]  (thrift-sources) @  [ERROR] thrift failed output: [ERROR] thrift failed error: The command line is too long."
Thrift,THRIFT-4224,summary,non_debt,-,Compile Thrift generated Java code fails on Windows: The command line is too long.
Thrift,THRIFT-4230,comment_0,non_debt,-,Which language is the thrift server using?
Thrift,THRIFT-4230,comment_1,non_debt,-,Which version of thrift were you testing against?
Thrift,THRIFT-4230,comment_2,non_debt,-,"HBase is Java, AFAIK."
Thrift,THRIFT-4230,comment_3,non_debt,-,thrift-0.9.3 is used. Lib was compiled for python language. It was based on hbase1.thrift file.
Thrift,THRIFT-4230,comment_4,non_debt,-,"Does anybody know if this is fixed in a subsequent version of Thrift? I don't see anything in the release notes but could it have been fixed inadvertently? Priority is ""Major"" and it does sound like a major issue, but this record hasn't been updated in a while and I'm having trouble finding other references to it."
Thrift,THRIFT-4230,comment_5,non_debt,-,"two questions: (1) Is there any sort of reasonably runnable reproduction? To wit, if it's as simple as what's described, then perhaps there should be a simple way to reproduce it without all the baggage of Hbase? (2) are there any javacores, or any other stuff available? output of lsof? netstat -an? anything else? -- (3) It sounds like the test scenario was one where client connections were dropped using route/iptables, hence, NOT by killing the client? If instead you kill the client, does the problem still occur? That is, is the ""network-level fault"" intrinsic to the fault-scenario? (4) Did you try to enable SO_KEEPALIVE in Java (by whatever means that happens -- haven't programmed in Java in eons, so forget how it works)?"
Thrift,THRIFT-4230,comment_6,non_debt,-,"Hi , this doesn't ring a bell for me, however there still isn't enough information in the bug report to go on. So far we know it was Thrift 0.9.3 and python, and I'm assuming that means python server. Which server was being used? Nonblocking, Process pool, http? Which transport? Socket, SSLSocket, twisted? Can it be boiled down to a simple example? It looks like it could. Would THRIFT-3634 have addressed this?"
Thrift,THRIFT-4230,comment_7,non_debt,-,"Thanks and , it turns out we were having a completely unrelated issue, actually it was a security tool properly detecting a vulnerability in our Thrift usage. I was grasping at straws thinking this bug was related to our problem and hence was looking for more information to confirm. It turns out I have no new information to contribute since my bug was not this bug."
Thrift,THRIFT-4230,description,design_debt,non-optimal_design,After a lot of tests with HBASE Thrift server we found a problem. If the connection is dropped on the client side (using route or iptables) it may be still opened on the Thrift server side. Such situation will occur in case of unstable connection. After several iterations the Thrift server application will have a lot of opened connections and *will not accept *any new one. The only WA found is to restart the Thrift server. I believe Thrift server should have something like socket timeouts and heartbeats.
Thrift,THRIFT-4230,summary,non_debt,-,Thrift server connection may hang forever
Thrift,THRIFT-4231,comment_2,non_debt,-,Committed.
Thrift,THRIFT-4231,description,code_debt,low_quality_code,"When a required (e.g. string) field is not set, the C# code may throw a non-Thrift nullptr exception, which at this point is a bit unexpected. Happened to me with TJSON but is in fact a problem of required fields not being checked properly in the generated struct.Write() code."
Thrift,THRIFT-4231,summary,code_debt,low_quality_code,TJSONProtocol throws unexpected on null strings
Thrift,THRIFT-4234,comment_0,non_debt,-,"I did some research and found a bug in mono that appears to be related: The bug was first fixed in mono 3.4.0, but our Dockerfile uses the default apt-get package which has mono 3.2.8. The problem can be fixed by upgrading mono. The strange part is why this error appears now. Even if I go back to the last successfully built commit -- d1380d52999e -- the problem still presents itself. I assume that version of the build was still running mono 3.2.8 so it is unclear to me why those tests did not fail with the same error."
Thrift,THRIFT-4234,comment_2,non_debt,-,Here is the fix in the mono repo:
Thrift,THRIFT-4234,comment_4,non_debt,-,"Committed, thanks!"
Thrift,THRIFT-4234,description,non_debt,-,The Travis build cross-functional ssl tests for java - csharp fail due to SSL protocol problems on the C-Sharp side. The server fails with the following error: and the client throws an exception in kind: [java] Sample TSimpleJSONProtocol output: [java] {} [java] handshake alert: internal_error
Thrift,THRIFT-4234,summary,non_debt,-,"Travis build fails cross language tests with ""Unsupported security protocol type"""
Thrift,THRIFT-4235,comment_0,non_debt,-,Never mind. Looks like I can directly create Thrift.Connection and pass it with domain socket.
Thrift,THRIFT-4235,comment_1,non_debt,-,This issue was resolved without a fixVersion but was not closed - closing.
Thrift,THRIFT-4235,description,non_debt,-,NodeJS needs support for domain sockets. Currently it only take host and port.
Thrift,THRIFT-4235,summary,non_debt,-,NodeJS needs support for domain sockets
Thrift,THRIFT-4245,comment_2,non_debt,-,"LGTM, committed."
Thrift,THRIFT-4245,comment_3,non_debt,-,This may be helpful:
Thrift,THRIFT-4245,description,code_debt,low_quality_code,"if p.transport.Write fails, p.buf will not be truncated, which leads to thrift client's memory increasing forever. Is it more reasonable to truncate p.buf when write to transport fails? here are my pull request, i'm new in github&jira, if more details are needed, please tell me, thx."
Thrift,THRIFT-4245,summary,non_debt,-,Golang TFramedTransport's writeBuffer increases if writes to transport failed
Thrift,THRIFT-4256,comment_0,non_debt,-,"It is because of a change in show introduced in vector 0.11. Admittedly it does not need to be exact 0.10.2, though. Note that our CI uses GHC 7.6 or something old which does not support OverloadedLists. Those who are on newer GHC wouldn't experience the issue. We would need to put version check for GHC to switch vector version constraint in thrift.cabal."
Thrift,THRIFT-4256,comment_1,non_debt,-,"I see: OK, that makes sense, looks like e.g. centos 7 is still using ghc 7.6.3. Thanks for the fast response."
Thrift,THRIFT-4256,comment_2,non_debt,-,"So, THRIFT-4008 resp. actually set it to ` Any chance we could get the relaxed bounds on the released Hackage version?"
Thrift,THRIFT-4256,description,architecture_debt,using_obsolete_technology,"Currently, Thrift.cabal has an exact dependency of vector==0.10.12.2, but this version is much, much older than what other packages depend on. This makes it necessary to enable ""allow-newer"", which effectively ignores the dependency, and then breaks when a package is uploaded to hackage, and prevents inclusion of thrift in a stack curated package set. If there's no particular reason for it (and I've been successfully compiling thrift with vector==0.12.0.2), could this dependency be set to a range, .e.g. >=0.12.0? I could then enter a request for thrift to be added to stack's curated package sets."
Thrift,THRIFT-4256,summary,architecture_debt,using_obsolete_technology,Dependency on very old version of vector library
Thrift,THRIFT-425,comment_0,non_debt,-,Committed. Thanks for the patch!
Thrift,THRIFT-425,description,non_debt,-,doesn't compile without including limits.
Thrift,THRIFT-425,summary,non_debt,-,numeric_limits is declared in <limits>
Thrift,THRIFT-4264,comment_6,non_debt,-,"Committed, thanks."
Thrift,THRIFT-4264,description,non_debt,-,THRIFT-4218 introduced TCP_NODELAY for the PHP client socket by the usage of . This requires PHP to be buildt with --enable-sockets or Test environment should support usage of both ways of compiling PHP.
Thrift,THRIFT-4264,summary,non_debt,-,PHP - Support both shared & static linking of sockets library
Thrift,THRIFT-4275,description,non_debt,-,"Since twisted depends on zope.interface, each interface we defined in thrift file will be generated as a class derived from zope.interface if py:twisted option is enabled. This is great because we can treat implementations of these interfaces as components which can be registered in zope.component. However, sometimes we just only want to benefit from Component Object Model programming which is provided by the combination of zope.interface, zope.component and even zope.configuration, but not the deferred mechanism in twisted. So, besides option py:twisted, shall we add an extra option py:zope.interface ?"
Thrift,THRIFT-4275,summary,non_debt,-,"Add support for zope.interface only, apart from twisted support."
Thrift,THRIFT-427,comment_0,non_debt,-,System.out.println removed locally.
Thrift,THRIFT-427,comment_1,test_debt,lack_of_tests,"The patch looks good, and everything compiles and the tests pass still. It'd be nice if this code was exercised through at least a test .thrift file though."
Thrift,THRIFT-427,comment_2,non_debt,-,See THRIFT-356.
Thrift,THRIFT-427,description,non_debt,-,Broken by the privatization of isset.
Thrift,THRIFT-427,summary,non_debt,-,print_const_value is broken in the compiler for Java
Thrift,THRIFT-4284,comment_0,non_debt,-,"Hi, thanks for catching this. If you are able to provide a pull request, someone will take care of it."
Thrift,THRIFT-4284,description,non_debt,-,"This file contains a non-breaking space ({{\u00a0}}): We found the issue while bundling the npm module with {{browserify}}, resulting into a syntax error in the browser. If you look at line 287 in [the raw there is an {{'Â'}} character between a value and the next key. Interestingly, the [web doesn't show the issue. The [raw file on the GitHub is not garbled."
Thrift,THRIFT-4284,summary,non_debt,-,File contains a NBSP:
Thrift,THRIFT-4294,comment_0,non_debt,-,"Marking duplicate, solved by pending PR."
Thrift,THRIFT-4294,comment_1,non_debt,-,Resolved by commit
Thrift,THRIFT-4294,description,non_debt,-,The configure step enables building the java lib if the ant version is >= 1.7. Unfortunately this check fails for ant 1.10 which is the latest version. The library builds fine with 1.10.
Thrift,THRIFT-4294,summary,non_debt,-,Java Configure Fails for Ant >= 1.10
Thrift,THRIFT-4308,comment_1,non_debt,-,"Well, I was wrong; it's a link ordering issue. I could not fix/force the link order coming out of dmd, so I switched to the ld.gold linker for the docker images and that one is smart enough to get it right (also it's way faster than the bfd linker). Once I have Xenial and Artful building with D re-enabled for openssl and libevent, I will submit a PR."
Thrift,THRIFT-4308,comment_2,design_debt,non-optimal_design,"Switching to ld.gold exposed other issues (some good, some bad) and I'm not sure I can use it on everything yet."
Thrift,THRIFT-4308,comment_3,non_debt,-,"Okay, so it turns out other people have reported issues with DMD's inability to move link flags to the end of the command line. I found that using the gold linker for D builds allowed me to re-enable the openssl and libevent deimos extensions, so that's what the fix will be."
Thrift,THRIFT-4308,description,non_debt,-,"I had to disable the deimos hooks for libevent and openssl because they were causing build failures in 0.11.0. A result of this change is that dlang is NOT tested in ""make cross"" at all, because the test executables are only generated if openssl support exists, and it does not. It turns out this is some sort of link ordering issue. On further diagnosis, the dmd command outputs this build line when you add -v: If you add -Wl,--start-group before the event library, OR move event, ssl, and crypto to the end of the library list, the link completes."
Thrift,THRIFT-4308,summary,non_debt,-,D language docker images need demios for libevent and openssl fixed to re-enable make cross on dlang
Thrift,THRIFT-4316,description,code_debt,low_quality_code,The TByteBuffer read() method is using the wrong length variable inside the processing loop and may read more than it should.
Thrift,THRIFT-4316,summary,code_debt,low_quality_code,TByteBuffer.java will read too much data if a previous read returns fewer bytes than requested
Thrift,THRIFT-4320,comment_0,non_debt,-,"This isn't necessary. In {{http_client.go}} we have a type, which can be used to pass a custom a client. You can also choose to override the exported  wontfix?"
Thrift,THRIFT-4320,comment_1,non_debt,-,", what do you say?"
Thrift,THRIFT-4320,comment_2,non_debt,-,"Closing, as the HTTP client is already fully customizable. See my previous comment."
Thrift,THRIFT-4320,summary,non_debt,-,Use interface instead of strict http.Client type in THttpClientOptions
Thrift,THRIFT-4321,comment_0,non_debt,-,Raised a PR for this
Thrift,THRIFT-4321,description,architecture_debt,using_obsolete_technology,"Current library is still using old project structure (project.json) which is slightly outdated and needs to be migrated to new MSBuild format. In addition to that, I'd like to have separate packages build for different .NET Standard versions starting from 1.4 (UWP) and up to 2.0 with full feature set."
Thrift,THRIFT-4321,summary,non_debt,-,Migrate to new project format and enable CI
Thrift,THRIFT-4337,description,non_debt,-,"There are a lot cases available, when requires to set keyStore and trustStore not only as file location, but as InputStream. It's easy and good to add this feature to the Thrift Java library."
Thrift,THRIFT-4337,summary,non_debt,-,Able to set keyStore and trustStore as InputStream in the
Thrift,THRIFT-433,comment_0,non_debt,-,This is Michael Stockton's patch from THRIFT-175.
Thrift,THRIFT-433,comment_1,non_debt,-,I just committed this patch. Thanks Michael!
Thrift,THRIFT-433,description,non_debt,-,"All the specs actually pass, but the process running the specs crashes with this:"
Thrift,THRIFT-433,summary,non_debt,-,'rake spec' sort of fails
Thrift,THRIFT-4361,comment_0,non_debt,-,"This is fixed in version 0.11.0, Please close this."
Thrift,THRIFT-4361,description,non_debt,-,"method is: bool echoF(1: set<map<i32, i64 but, when arg is [[1=it cause Segmentation fault: 11"
Thrift,THRIFT-4361,summary,non_debt,-,"cannot serialize set<map<i32, i64> > via extension"
Thrift,THRIFT-4362,comment_0,non_debt,-,"Thanks for the patch, once the CI build is stable again (hopefully today) I will submit a pull request on your behalf unless you want to do it yourself."
Thrift,THRIFT-4362,comment_1,design_debt,non-optimal_design,"Do you think I can submit this patch as-is or do you have any suggestions for improvement? Edit: As mentioned, with my patch the size may be checked multiple times. So I think it's a good idea to remove the other calls to the size-check method."
Thrift,THRIFT-4362,comment_4,non_debt,-,Committed - thanks.
Thrift,THRIFT-4362,description,design_debt,non-optimal_design,"In some cases the method size)}} gets called with a ""size"" parameter that has not been validated by the existing method size)}}. This is true if the method is called by of the same class. The method {{readString()}} checks the size correctly before calling size)}}. Since the methods size)}} and are public, there may be other callers who don't check the size correctly. We encountered this issue in production several times. Because of this we are currently using our own patched version of libthrift-0.9.3. The patch is attached, but it is surely not the best solution, because with this patch the size may be checked twice, depending on the caller."
Thrift,THRIFT-4362,summary,design_debt,non-optimal_design,Missing size-check can lead to huge memory allocation
Thrift,THRIFT-4367,comment_1,non_debt,-,Committed - thanks.
Thrift,THRIFT-4367,description,non_debt,-,Based on PR
Thrift,THRIFT-4367,summary,non_debt,-,"python TProcessor.process is missing ""self"""
Thrift,THRIFT-4369,comment_0,non_debt,-,In 0.11.0 we moved to {{In THRIFT-4508 it is moving to {{^5.0.0}} Resolving/closing as fixed in 0.11.0.
Thrift,THRIFT-4369,description,architecture_debt,using_obsolete_technology,"ws@0.4.32 is very dangerous, please upgrade it."
Thrift,THRIFT-4369,summary,non_debt,-,Upgrade Thrift for Node.js with ws new version
Thrift,THRIFT-4380,comment_0,non_debt,-,It looks like this issue was fixed by THRIFT-4136 and THRIFT-4177.
Thrift,THRIFT-4380,comment_1,non_debt,-,Thanks for spotting that! I closed it.
Thrift,THRIFT-4380,description,non_debt,-,"around line 4661 seems to incorrectly wrap an enum with This caused a build failure when building the java tutorial on s390x. Cannot reproduce this bug on x86_64, only on s390x so far. Could use the assistance of an upstream Thrift developer to take a look at the C++ code to examine for correctness. It looks like it's trying to cast enums to a base type, and then check if it's a binary type. Please see external tracker:"
Thrift,THRIFT-4380,summary,non_debt,-,Compiler incorrect generates code which treats a Java enum as a binary type
Thrift,THRIFT-4381,comment_0,non_debt,-,"Actually, this might be by design. Can we see the IDL file please?"
Thrift,THRIFT-4381,comment_1,non_debt,-,Added idl file content.
Thrift,THRIFT-4381,comment_2,non_debt,-,"As I said, this is by design. Key to understanding and to get what you want is the term With Thrift, we have three, while only two of them actually have a keyword assigned, the third one is implicitly used if you don't say anything else. Here's an example: The semantics w/regard to read and write are different for all three: * {{optional}} is only read and written when there is a value assigned. This is checked via the ""isset"" bit flags. * {{required}} fields are, big surprise, required and thus are always written and read. * If neither {{optional}} nor {{required}} is specified, the so-called ""default"" requiredness takes over. In that latter case of ""default"", values are only read when they are on the wire, but *always* written. So ""default"" is kind of a mix between {{optional}} and {{required}}: On write, values are always written like {{required}} (unlesss they are {{null}} pointers, which integers and most other primitives aren't) but {{optional}} on read. *Consequently, the solution in your case is to specify {{optional}} before the field type.* Here's the Java code of the {{write()}} method generated from the IDL example above:"
Thrift,THRIFT-4381,description,non_debt,-,"The bitfield field is set to true for every field after deserialization of a Thrift message structure. Here is a simple test program : The output is : You can see that the last test for is set on the durationMax field return true, when it sould return false. Here is the idl file :"
Thrift,THRIFT-4381,summary,non_debt,-,Wrong isset bitfield value after transmission
Thrift,THRIFT-4416,comment_1,non_debt,-,"Pull request is out - I have repackaged 0.10.0 and packaged 0.11.0 and I have to wait until Tuesday (12/12) when the existing files are deleted on CPAN, then I can upload the replacements."
Thrift,THRIFT-4416,comment_3,non_debt,-,With the changes in place I was able to upload to CPAN.
Thrift,THRIFT-4416,description,design_debt,non-optimal_design,"The perl library has a few files and a shell script designed to automate the production of a perl package for CPAN. It mostly works, however: 1. CPAN cannot parse the package version references we use when we point to lib/Thrift.pm from other packages. This is fixed by adding a provides{} stanza to META.json. 2. Users of CPAN don't care about anything but obtaining the ""Thrift"" package that contains all the others, so identifying the others (like is not necessary. This is done by adding a provides{} stanza to META.json. 3. The CPAN package no longer needs the META.yml file, as META.json is sufficient. 4. These changes were made by hand to the 0.11.0 package before uploading to CPAN. This needs to be automated."
Thrift,THRIFT-4416,summary,non_debt,-,Perl CPAN Packaging Improvements
Thrift,THRIFT-4419,comment_0,non_debt,-,Note: this happens because the rust framed transport has a fixed-size 4096 buffer instead of a growable buffer.
Thrift,THRIFT-4419,comment_3,non_debt,-,"Nice, I like seeing cross tests re-enabled!"
Thrift,THRIFT-4419,description,test_debt,low_coverage,"Related to THRIFT-4390 Description copied form there: While working on improving test coverage and fixing busted cross tests I reworked the cpp test client to send binary in at size 0, 1, 2, 4, 6, 16, ..., 131072 and after 4096 the rust server gave up."
Thrift,THRIFT-4419,summary,non_debt,-,Rust framed transport cannot handle writes above 4096 bytes
Thrift,THRIFT-4422,description,non_debt,-,"Add optional implementation of an {{IAsync}} interface loosely modeled after the C# implementation. Delphi supports IFuture starting with Delphi XE7, hence it should be an optional feature to be enabled via {{-gen delphi:async}}, again just like C# does."
Thrift,THRIFT-4422,summary,non_debt,-,Add Async implementation via IFuture
Thrift,THRIFT-4427,comment_0,non_debt,-,0.11.0 is available on npm when I checked so resolving.
Thrift,THRIFT-4427,description,non_debt,-,Seems like someone needs to publish it. I'm assigning it to  since he published 0.10.
Thrift,THRIFT-4427,summary,non_debt,-,Thrift 0.11 is not available on npm
Thrift,THRIFT-4437,comment_1,test_debt,lack_of_tests,"This issue would have been caught by the `ThriftWS` test suite, which is not enabled for some reason. I will add a commit to my PR that enables these tests."
Thrift,THRIFT-4437,comment_4,non_debt,-,Committed - thanks.
Thrift,THRIFT-4437,description,design_debt,non-optimal_design,"When using a WebSocket Transport and doing two service calls immediately, without waiting for the first to return, e.g. like this: The callback to the first invocation is called twice, and the second never, i.e. console shows: instead of the expected I suspect this bug was introduced with the patch for where for some reason the callback registered twice when set:"
Thrift,THRIFT-4437,summary,design_debt,non-optimal_design,JS WebSocket client callbacks invoked twice on parallel requests
Thrift,THRIFT-4442,comment_0,design_debt,non-optimal_design,"In general, we don't have good RPM support in the project at all, and rely on upstream packagers to do this work. THRIFT-4097 is the closest thing to getting there."
Thrift,THRIFT-4442,comment_1,non_debt,-,THRIFT-4097 covers RHEL issues. We've released version 0.12.0. Resolving incomplete due to the rhel stuff covered elsewhere.
Thrift,THRIFT-4442,comment_2,non_debt,-,"bintray is still at 0.9.3 - reopened If you could post some information on how bintray is used, it would be helpful."
Thrift,THRIFT-4442,description,non_debt,-,"redirects to and redirects to Actually, they are generated by But there is only 0.9.3 version. Cloud you put 0.11.0 version to ? It will be convenient for ubuntu trusty users and centos 7 users (and centos 6.9 users, if centos6 supported)"
Thrift,THRIFT-4442,summary,non_debt,-,release 0.11.0 to (RHEL)
Thrift,THRIFT-4443,comment_0,non_debt,-,I will create a pull request with a fix.
Thrift,THRIFT-4443,comment_1,non_debt,-,Interesting - without skip() how does the protocol recover from unexpected input?
Thrift,THRIFT-4443,comment_3,non_debt,-,Committed - thanks!
Thrift,THRIFT-4443,description,requirement_debt,requirement_partially_implemented,"The skip function is unsupported in the node.js implementation of the json_protocol. Interestingly, the compact_protocol implements the skip function, as does the JavaScript version."
Thrift,THRIFT-4443,summary,non_debt,-,node.js json_protocol throws error in skip function
Thrift,THRIFT-4446,comment_0,non_debt,-,Committed - thanks!
Thrift,THRIFT-4446,description,design_debt,non-optimal_design,"In the C# and .NET Core libraries, the JSONProtocol's Binary Encoding to Base64 trims padding from the user provided byte arrays before encoding into Base64. This behavior is incorrect, as the user provided data should be encoded exactly as provided. Otherwise, data may be lost. Fixed by no longer trimming padding on encode. Padding must still be trimmed on decode, in accordance with the Base64 specification. For example: * Before this patch, encoding the byte array [0x01, 0x3d, 0x3d] yields [0x01] upon decode. This is incorrect, as I should decode the exact data that I encoded. * After this patch, it yields [0x01, 0x3d, 0x3d], as expected. I have submitted a pull request"
Thrift,THRIFT-4446,summary,design_debt,non-optimal_design,JSONProtocol Base64 Encoding Trims Padding
Thrift,THRIFT-4468,comment_0,code_debt,slow_algorithm,"I don't see this patch as part of the Thrift library. The entire Console construct is basically only a helper that was introduced as part of the initial development. Since the model was the C# library, the original author introduced that class, very likely to reduce dependencies. The implementation is rather raw (read: shitty), and - in the case of the real console it is not safe against concurrent accesses. If asked, I would rather throw it out instead of polishing it and adding features. We are dealing with RPC here, not with providing cool console output stuff. Long story short: I'm against it. -1"
Thrift,THRIFT-4468,comment_1,requirement_debt,non-functional_requirements_not_fully_satisfied,"OK. With this approach, this class is really better to remove. Its name is misleading about thread safety"
Thrift,THRIFT-4468,comment_2,non_debt,-,"Closing this as ""not a PRB"". If you (or anybody else) think it still is one, feel free to reopen and explain."
